Shipment_ID,Batch_ID,Drug_ID,Drug_Name,Supplier_ID,Origin_Hub,Destination_Hub,Current_Latitude,Current_Longitude,Internal_Temperature_C,Temperature_Alert,Humidity_Level_pct,Humidity_Alert,Vibration_Alert,GPS_Speed_kmh,Battery_Level_pct,Signal_Strength_dBm,Timestamp,Transit_Status,Expected_Delivery,SLA_Breach
SHP000508,BAT000508,DRG0508,Amoxicillin 250mg Variant-507,SUP004,Pune Distribution,Kolkata Cold Chain,19.717411,78.092139,27.4,Normal,36.5,Normal,Normal,85.0,65,-98,2026-05-15 07:37:36,At Checkpoint,2026-05-17,On Track
SHP000509,BAT000509,DRG0509,Amoxicillin 250mg Variant-508,SUP010,Delhi Cold Hub,Ahmedabad Hub,23.160472,72.683888,18.7,Normal,39.7,Normal,Normal,58.3,73,-106,2026-05-16 02:28:36,In Transit,2026-05-25,On Track
SHP000510,BAT000510,DRG0510,Amoxicillin 250mg Variant-509,SUP012,Bengaluru Pharma Hub,Jaipur Depot,14.198074,77.42031,22.9,Normal,34.1,Normal,ALERT: Severe,56.2,39,-102,2026-05-15 22:21:36,In Transit,2026-05-26,On Track
SHP000511,BAT000511,DRG0511,Amoxicillin 250mg Variant-510,SUP009,Delhi Cold Hub,Kolkata Cold Chain,25.728086,82.588914,33.8,CRITICAL TEMP EXCURSION,56.3,Normal,Normal,18.4,51,-102,2026-05-16 01:35:36,In Transit,2026-05-26,On Track
SHP000512,BAT000512,DRG0512,Amoxicillin 250mg Variant-511,SUP017,Ahmedabad Hub,Delhi Cold Hub,26.045687,75.028928,34.9,CRITICAL TEMP EXCURSION,58.4,Normal,Normal,58.2,67,-84,2026-05-15 23:13:36,Delivered,2026-05-17,On Track
SHP000513,BAT000513,DRG0513,Amoxicillin 250mg Variant-512,SUP005,Delhi Cold Hub,Chennai Port,15.48819,79.767852,35.6,CRITICAL TEMP EXCURSION,43.5,Normal,Normal,69.6,51,-74,2026-05-15 12:23:36,At Checkpoint,2026-05-18,On Track
SHP000514,BAT000514,DRG0514,Amoxicillin 250mg Variant-513,SUP010,Hyderabad Depot,Delhi Cold Hub,19.687358,78.206445,24.0,Normal,50.9,Normal,Minor,18.8,81,-62,2026-05-15 12:28:36,Delayed,2026-05-20,Breached
SHP000515,BAT000515,DRG0515,Amoxicillin 250mg Variant-514,SUP005,Jaipur Depot,Hyderabad Depot,19.276384,77.934977,35.9,CRITICAL TEMP EXCURSION,79.3,High Humidity Alert,Minor,12.6,32,-104,2026-05-15 21:22:36,Delayed,2026-05-16,On Track
SHP000516,BAT000516,DRG0516,Amoxicillin 250mg Variant-515,SUP014,Pune Distribution,Bengaluru Pharma Hub,14.623704,76.44286,27.5,Normal,42.1,Normal,Normal,5.7,38,-79,2026-05-16 00:30:36,In Transit,2026-05-21,On Track
SHP000517,BAT000517,DRG0517,Amoxicillin 250mg Variant-516,SUP001,Pune Distribution,Hyderabad Depot,17.468836,78.310754,26.1,Normal,47.3,Normal,Normal,55.2,72,-94,2026-05-15 12:41:36,Delivered,2026-05-24,On Track
SHP000518,BAT000518,DRG0518,Amoxicillin 250mg Variant-517,SUP017,Chennai Port,Kolkata Cold Chain,14.576511,81.593747,22.4,Normal,36.6,Normal,Normal,36.6,37,-90,2026-05-16 06:33:36,Delivered,2026-05-25,On Track
SHP000519,BAT000519,DRG0519,Amoxicillin 250mg Variant-518,SUP008,Bengaluru Pharma Hub,Kolkata Cold Chain,16.114424,81.099445,34.9,CRITICAL TEMP EXCURSION,33.0,Normal,Normal,68.9,77,-54,2026-05-15 16:29:36,Delayed,2026-05-23,Breached
SHP000520,BAT000520,DRG0520,Amoxicillin 250mg Variant-519,SUP002,Hyderabad Depot,Pune Distribution,18.193614,75.244161,26.2,Normal,44.8,Normal,Normal,6.6,93,-103,2026-05-15 20:28:36,Delivered,2026-05-26,On Track
SHP000521,BAT000521,DRG0521,Amoxicillin 250mg Variant-520,SUP001,Pune Distribution,Mumbai Warehouse,18.65251,73.653831,24.6,Normal,77.1,High Humidity Alert,ALERT: Severe,60.1,20,-92,2026-05-15 18:58:36,Delivered,2026-05-25,On Track
SHP000522,BAT000522,DRG0522,Amoxicillin 250mg Variant-521,SUP007,Ahmedabad Hub,Bengaluru Pharma Hub,19.304084,74.427099,23.5,Normal,41.2,Normal,ALERT: Severe,55.0,37,-105,2026-05-15 20:45:36,Delivered,2026-05-24,On Track
SHP000523,BAT000523,DRG0523,Amoxicillin 250mg Variant-522,SUP011,Bengaluru Pharma Hub,Hyderabad Depot,13.838196,77.804919,29.1,WARNING: Near Limit,68.4,Normal,Normal,28.5,70,-79,2026-05-15 17:05:36,Delayed,2026-05-23,Breached
SHP000524,BAT000524,DRG0524,Amoxicillin 250mg Variant-523,SUP010,Hyderabad Depot,Kolkata Cold Chain,20.671005,84.745591,27.7,Normal,53.4,Normal,Normal,10.2,37,-54,2026-05-16 01:34:36,In Transit,2026-05-16,On Track
SHP000525,BAT000525,DRG0525,Amoxicillin 250mg Variant-524,SUP017,Jaipur Depot,Chennai Port,19.927651,78.032923,29.6,WARNING: Near Limit,59.9,Normal,Normal,89.4,47,-83,2026-05-15 15:20:36,Delayed,2026-05-25,Breached
SHP000526,BAT000526,DRG0526,Amoxicillin 250mg Variant-525,SUP008,Jaipur Depot,Bengaluru Pharma Hub,13.848026,77.493985,26.9,Normal,34.7,Normal,Normal,34.3,62,-70,2026-05-15 07:38:36,In Transit,2026-05-25,On Track
SHP000527,BAT000527,DRG0527,Amoxicillin 250mg Variant-526,SUP010,Chennai Port,Kolkata Cold Chain,21.412511,87.318477,29.0,Normal,45.4,Normal,ALERT: Severe,75.1,34,-55,2026-05-16 00:20:36,In Transit,2026-05-20,On Track
SHP000528,BAT000528,DRG0528,Amoxicillin 250mg Variant-527,SUP017,Lucknow Store,Pune Distribution,20.448114,75.539066,18.6,Normal,65.9,Normal,Normal,7.0,62,-92,2026-05-15 17:23:36,In Transit,2026-05-23,On Track
SHP000529,BAT000529,DRG0529,Amoxicillin 250mg Variant-528,SUP018,Pune Distribution,Jaipur Depot,24.563454,75.25207,18.6,Normal,82.3,High Humidity Alert,ALERT: Severe,45.9,24,-92,2026-05-15 22:02:36,Delayed,2026-05-17,Breached
SHP000530,BAT000530,DRG0530,Amoxicillin 250mg Variant-529,SUP004,Mumbai Warehouse,Chennai Port,17.610537,74.65523,18.9,Normal,41.7,Normal,Normal,17.2,33,-93,2026-05-15 13:10:36,Delayed,2026-05-19,Breached
SHP000531,BAT000531,DRG0531,Amoxicillin 250mg Variant-530,SUP018,Ahmedabad Hub,Pune Distribution,21.391568,72.978371,19.2,Normal,52.2,Normal,Normal,34.3,77,-103,2026-05-15 14:07:36,Delivered,2026-05-24,On Track
SHP000532,BAT000532,DRG0532,Amoxicillin 250mg Variant-531,SUP017,Chennai Port,Mumbai Warehouse,13.672066,79.550101,27.5,Normal,66.1,Normal,Normal,80.8,87,-66,2026-05-15 11:40:36,Delayed,2026-05-19,Breached
SHP000533,BAT000533,DRG0533,Amoxicillin 250mg Variant-532,SUP007,Delhi Cold Hub,Kolkata Cold Chain,28.036171,78.29375,27.6,Normal,83.8,High Humidity Alert,Normal,7.7,93,-80,2026-05-15 17:35:36,Delivered,2026-05-21,On Track
SHP000534,BAT000534,DRG0534,Amoxicillin 250mg Variant-533,SUP012,Lucknow Store,Jaipur Depot,26.82989,79.895667,18.5,Normal,47.6,Normal,Normal,30.0,88,-97,2026-05-15 17:57:36,In Transit,2026-05-20,On Track
SHP000535,BAT000535,DRG0535,Amoxicillin 250mg Variant-534,SUP015,Pune Distribution,Jaipur Depot,19.067222,73.968715,24.5,Normal,43.6,Normal,Normal,88.9,94,-69,2026-05-15 10:29:36,At Checkpoint,2026-05-18,On Track
SHP000536,BAT000536,DRG0536,Amoxicillin 250mg Variant-535,SUP019,Chennai Port,Bengaluru Pharma Hub,13.055551,79.192077,26.4,Normal,48.4,Normal,Normal,6.0,62,-76,2026-05-15 21:36:36,Delivered,2026-05-22,On Track
SHP000537,BAT000537,DRG0537,Amoxicillin 250mg Variant-536,SUP001,Jaipur Depot,Ahmedabad Hub,24.530776,73.873956,18.1,Normal,73.4,Normal,Normal,18.4,79,-99,2026-05-15 14:24:36,Delivered,2026-05-22,On Track
SHP000538,BAT000538,DRG0538,Amoxicillin 250mg Variant-537,SUP011,Lucknow Store,Jaipur Depot,26.872188,76.743384,27.7,Normal,69.1,Normal,Normal,28.8,86,-87,2026-05-15 20:30:36,Delivered,2026-05-17,On Track
SHP000539,BAT000539,DRG0539,Amoxicillin 250mg Variant-538,SUP017,Hyderabad Depot,Mumbai Warehouse,18.740924,73.947276,24.4,Normal,61.0,Normal,Normal,11.3,21,-70,2026-05-15 15:09:36,In Transit,2026-05-24,On Track
SHP000540,BAT000540,DRG0540,Amoxicillin 250mg Variant-539,SUP004,Bengaluru Pharma Hub,Ahmedabad Hub,20.942478,73.651389,19.4,Normal,78.3,High Humidity Alert,Minor,26.3,60,-102,2026-05-15 07:05:36,Delayed,2026-05-23,On Track
SHP000541,BAT000541,DRG0541,Amoxicillin 250mg Variant-540,SUP010,Kolkata Cold Chain,Hyderabad Depot,22.577165,88.30393,19.8,Normal,32.6,Normal,Normal,64.5,55,-101,2026-05-16 00:08:36,In Transit,2026-05-26,On Track
SHP000542,BAT000542,DRG0542,Amoxicillin 250mg Variant-541,SUP016,Chennai Port,Ahmedabad Hub,15.253505,78.558166,23.8,Normal,75.2,High Humidity Alert,ALERT: Severe,40.2,80,-104,2026-05-15 09:37:36,Delayed,2026-05-22,On Track
SHP000543,BAT000543,DRG0543,Amoxicillin 250mg Variant-542,SUP008,Lucknow Store,Ahmedabad Hub,26.418876,80.049895,22.8,Normal,72.3,Normal,Normal,26.6,97,-71,2026-05-15 07:29:36,Delivered,2026-05-24,On Track
SHP000544,BAT000544,DRG0544,Amoxicillin 250mg Variant-543,SUP001,Hyderabad Depot,Lucknow Store,20.082522,79.14573,19.8,Normal,81.5,High Humidity Alert,Normal,85.0,68,-67,2026-05-15 18:18:36,In Transit,2026-05-23,On Track
SHP000545,BAT000545,DRG0545,Amoxicillin 250mg Variant-544,SUP008,Lucknow Store,Hyderabad Depot,17.758304,78.625775,27.1,Normal,43.4,Normal,Minor,63.3,78,-109,2026-05-15 18:23:36,Delayed,2026-05-20,Breached
SHP000546,BAT000546,DRG0546,Amoxicillin 250mg Variant-545,SUP003,Hyderabad Depot,Kolkata Cold Chain,17.606139,78.980524,19.4,Normal,79.9,High Humidity Alert,Normal,3.3,32,-108,2026-05-16 04:23:36,Delivered,2026-05-18,On Track
SHP000547,BAT000547,DRG0547,Amoxicillin 250mg Variant-546,SUP005,Kolkata Cold Chain,Mumbai Warehouse,22.418419,87.878142,26.6,Normal,66.8,Normal,Normal,81.9,96,-81,2026-05-15 11:45:36,In Transit,2026-05-19,On Track
SHP000548,BAT000548,DRG0548,Amoxicillin 250mg Variant-547,SUP003,Pune Distribution,Chennai Port,15.781596,77.098263,25.2,Normal,35.9,Normal,Minor,36.3,92,-105,2026-05-15 22:08:36,Delivered,2026-05-19,On Track
SHP000549,BAT000549,DRG0549,Amoxicillin 250mg Variant-548,SUP002,Jaipur Depot,Kolkata Cold Chain,22.626643,88.153,27.7,Normal,31.3,Normal,Normal,8.2,83,-66,2026-05-16 02:00:36,Delayed,2026-05-22,Breached
SHP000550,BAT000550,DRG0550,Amoxicillin 250mg Variant-549,SUP002,Bengaluru Pharma Hub,Jaipur Depot,14.940297,77.321294,25.1,Normal,39.2,Normal,ALERT: Severe,44.8,36,-92,2026-05-16 06:39:36,In Transit,2026-05-16,On Track
SHP000551,BAT000551,DRG0551,Amoxicillin 250mg Variant-550,SUP012,Bengaluru Pharma Hub,Mumbai Warehouse,16.321646,74.977316,22.5,Normal,31.0,Normal,Normal,53.0,91,-61,2026-05-15 19:12:36,In Transit,2026-05-19,On Track
SHP000552,BAT000552,DRG0552,Amoxicillin 250mg Variant-551,SUP003,Bengaluru Pharma Hub,Ahmedabad Hub,21.780441,73.202356,28.5,Normal,68.3,Normal,Normal,89.0,60,-53,2026-05-15 16:23:36,Delayed,2026-05-19,Breached
SHP000553,BAT000553,DRG0553,Amoxicillin 250mg Variant-552,SUP014,Hyderabad Depot,Mumbai Warehouse,17.492012,78.007442,24.3,Normal,62.7,Normal,Normal,5.9,76,-77,2026-05-16 02:51:36,Delayed,2026-05-16,On Track
SHP000554,BAT000554,DRG0554,Amoxicillin 250mg Variant-553,SUP004,Chennai Port,Jaipur Depot,26.42581,75.94883,22.0,Normal,82.4,High Humidity Alert,Normal,30.2,96,-62,2026-05-16 00:36:36,At Checkpoint,2026-05-26,On Track
SHP000555,BAT000555,DRG0555,Amoxicillin 250mg Variant-554,SUP004,Mumbai Warehouse,Hyderabad Depot,18.968768,73.126673,23.1,Normal,43.3,Normal,Normal,35.5,88,-52,2026-05-15 08:48:36,In Transit,2026-05-24,On Track
SHP000556,BAT000556,DRG0556,Amoxicillin 250mg Variant-555,SUP002,Delhi Cold Hub,Bengaluru Pharma Hub,13.222964,77.581742,35.1,CRITICAL TEMP EXCURSION,77.6,High Humidity Alert,Minor,27.3,78,-53,2026-05-15 06:56:36,In Transit,2026-05-23,On Track
SHP000557,BAT000557,DRG0557,Amoxicillin 250mg Variant-556,SUP006,Mumbai Warehouse,Pune Distribution,18.541677,73.819273,19.1,Normal,83.9,High Humidity Alert,ALERT: Severe,49.4,47,-67,2026-05-15 22:24:36,In Transit,2026-05-25,On Track
SHP000558,BAT000558,DRG0558,Amoxicillin 250mg Variant-557,SUP002,Kolkata Cold Chain,Ahmedabad Hub,23.001414,73.690824,19.7,Normal,60.7,Normal,Normal,67.2,37,-68,2026-05-15 16:20:36,At Checkpoint,2026-05-19,On Track
SHP000559,BAT000559,DRG0559,Amoxicillin 250mg Variant-558,SUP015,Ahmedabad Hub,Kolkata Cold Chain,22.67812,84.107233,22.9,Normal,56.7,Normal,Normal,62.1,32,-78,2026-05-15 13:50:36,Delivered,2026-05-22,On Track
SHP000560,BAT000560,DRG0560,Amoxicillin 250mg Variant-559,SUP014,Bengaluru Pharma Hub,Jaipur Depot,20.582991,76.604708,24.5,Normal,79.8,High Humidity Alert,ALERT: Severe,32.2,31,-64,2026-05-15 08:24:36,Delivered,2026-05-26,On Track
SHP000561,BAT000561,DRG0561,Amoxicillin 250mg Variant-560,SUP015,Bengaluru Pharma Hub,Ahmedabad Hub,22.229022,72.917455,23.2,Normal,58.3,Normal,ALERT: Severe,46.3,92,-66,2026-05-15 07:16:36,In Transit,2026-05-23,On Track
SHP000562,BAT000562,DRG0562,Amoxicillin 250mg Variant-561,SUP014,Kolkata Cold Chain,Delhi Cold Hub,28.358384,77.753667,29.0,Normal,63.1,Normal,ALERT: Severe,48.4,97,-110,2026-05-15 14:55:36,In Transit,2026-05-25,On Track
SHP000563,BAT000563,DRG0563,Amoxicillin 250mg Variant-562,SUP014,Lucknow Store,Hyderabad Depot,19.2042,78.9185,25.5,Normal,56.4,Normal,Normal,39.0,97,-57,2026-05-15 13:49:36,Delivered,2026-05-20,On Track
SHP000564,BAT000564,DRG0564,Amoxicillin 250mg Variant-563,SUP010,Mumbai Warehouse,Jaipur Depot,25.688855,75.30464,18.3,Normal,31.6,Normal,Normal,82.7,57,-103,2026-05-15 15:42:36,In Transit,2026-05-22,On Track
SHP000565,BAT000565,DRG0565,Amoxicillin 250mg Variant-564,SUP015,Pune Distribution,Ahmedabad Hub,20.971867,73.104936,25.1,Normal,82.2,High Humidity Alert,Normal,78.1,64,-59,2026-05-16 03:34:36,At Checkpoint,2026-05-24,On Track
SHP000566,BAT000566,DRG0566,Amoxicillin 250mg Variant-565,SUP009,Ahmedabad Hub,Delhi Cold Hub,26.681484,75.558734,18.7,Normal,65.8,Normal,Normal,0.4,97,-99,2026-05-15 21:48:36,In Transit,2026-05-25,On Track
SHP000567,BAT000567,DRG0567,Amoxicillin 250mg Variant-566,SUP013,Bengaluru Pharma Hub,Jaipur Depot,26.192121,75.92037,23.6,Normal,32.7,Normal,Normal,57.8,38,-73,2026-05-16 00:03:36,In Transit,2026-05-17,On Track
SHP000568,BAT000568,DRG0568,Amoxicillin 250mg Variant-567,SUP013,Delhi Cold Hub,Bengaluru Pharma Hub,23.248473,77.354438,25.5,Normal,57.1,Normal,Normal,51.4,22,-85,2026-05-15 08:10:36,Delayed,2026-05-25,Breached
SHP000569,BAT000569,DRG0569,Amoxicillin 250mg Variant-568,SUP015,Bengaluru Pharma Hub,Lucknow Store,16.09101,78.366094,25.6,Normal,30.9,Normal,Normal,79.8,21,-60,2026-05-15 13:44:36,Delayed,2026-05-19,Breached
SHP000570,BAT000570,DRG0570,Amoxicillin 250mg Variant-569,SUP004,Bengaluru Pharma Hub,Chennai Port,13.099338,79.711788,21.1,Normal,74.3,Normal,Normal,32.7,80,-50,2026-05-15 09:04:36,In Transit,2026-05-16,On Track
SHP000571,BAT000571,DRG0571,Amoxicillin 250mg Variant-570,SUP007,Pune Distribution,Ahmedabad Hub,22.519878,72.751004,21.7,Normal,82.0,High Humidity Alert,Minor,33.1,72,-67,2026-05-15 13:49:36,In Transit,2026-05-16,On Track
SHP000572,BAT000572,DRG0572,Amoxicillin 250mg Variant-571,SUP006,Kolkata Cold Chain,Jaipur Depot,26.521285,76.990676,29.3,WARNING: Near Limit,42.0,Normal,Normal,65.2,55,-86,2026-05-15 08:22:36,Delivered,2026-05-24,On Track
SHP000573,BAT000573,DRG0573,Amoxicillin 250mg Variant-572,SUP016,Jaipur Depot,Kolkata Cold Chain,25.413789,80.208472,21.2,Normal,40.9,Normal,Normal,50.5,49,-68,2026-05-15 18:41:36,Delayed,2026-05-24,On Track
SHP000574,BAT000574,DRG0574,Amoxicillin 250mg Variant-573,SUP019,Bengaluru Pharma Hub,Kolkata Cold Chain,20.932416,86.603867,24.2,Normal,43.2,Normal,Normal,77.5,78,-80,2026-05-15 18:17:36,At Checkpoint,2026-05-23,On Track
SHP000575,BAT000575,DRG0575,Amoxicillin 250mg Variant-574,SUP006,Mumbai Warehouse,Jaipur Depot,26.116391,75.465424,22.9,Normal,74.2,Normal,Minor,19.7,52,-91,2026-05-15 22:25:36,Delayed,2026-05-22,On Track
SHP000576,BAT000576,DRG0576,Amoxicillin 250mg Variant-575,SUP012,Pune Distribution,Jaipur Depot,18.738584,73.940255,27.6,Normal,49.9,Normal,ALERT: Severe,2.9,42,-76,2026-05-15 21:33:36,Delivered,2026-05-23,On Track
SHP000577,BAT000577,DRG0577,Amoxicillin 250mg Variant-576,SUP003,Bengaluru Pharma Hub,Mumbai Warehouse,13.253466,77.320615,25.2,Normal,40.8,Normal,Normal,62.7,77,-96,2026-05-15 14:01:36,In Transit,2026-05-25,On Track
SHP000578,BAT000578,DRG0578,Amoxicillin 250mg Variant-577,SUP019,Pune Distribution,Chennai Port,15.110016,77.945876,18.1,Normal,60.9,Normal,Normal,5.7,37,-89,2026-05-15 11:39:36,In Transit,2026-05-17,On Track
SHP000579,BAT000579,DRG0579,Amoxicillin 250mg Variant-578,SUP003,Pune Distribution,Mumbai Warehouse,18.915223,73.207927,22.1,Normal,66.2,Normal,Minor,8.5,46,-89,2026-05-15 23:00:36,In Transit,2026-05-18,On Track
SHP000580,BAT000580,DRG0580,Amoxicillin 250mg Variant-579,SUP014,Ahmedabad Hub,Chennai Port,15.369841,78.53201,27.0,Normal,64.1,Normal,Normal,16.9,32,-103,2026-05-16 01:53:36,In Transit,2026-05-26,On Track
SHP000581,BAT000581,DRG0581,Amoxicillin 250mg Variant-580,SUP020,Pune Distribution,Mumbai Warehouse,18.709957,73.577809,23.5,Normal,44.5,Normal,Minor,39.1,68,-53,2026-05-16 00:29:36,Delayed,2026-05-21,Breached
SHP000582,BAT000582,DRG0582,Amoxicillin 250mg Variant-581,SUP016,Mumbai Warehouse,Jaipur Depot,21.896699,73.904518,22.2,Normal,46.1,Normal,Normal,23.4,75,-108,2026-05-15 10:08:36,Delayed,2026-05-17,On Track
SHP000583,BAT000583,DRG0583,Amoxicillin 250mg Variant-582,SUP007,Pune Distribution,Delhi Cold Hub,19.328211,74.161811,22.3,Normal,71.6,Normal,Normal,62.0,24,-51,2026-05-15 16:29:36,In Transit,2026-05-23,On Track
SHP000584,BAT000584,DRG0584,Amoxicillin 250mg Variant-583,SUP013,Bengaluru Pharma Hub,Jaipur Depot,24.745952,76.037048,22.6,Normal,84.9,High Humidity Alert,Normal,76.1,60,-57,2026-05-15 14:30:36,In Transit,2026-05-22,On Track
SHP000585,BAT000585,DRG0585,Amoxicillin 250mg Variant-584,SUP001,Bengaluru Pharma Hub,Kolkata Cold Chain,15.402358,80.391169,31.5,CRITICAL TEMP EXCURSION,36.5,Normal,ALERT: Severe,39.8,40,-110,2026-05-15 10:38:36,At Checkpoint,2026-05-16,On Track
SHP000586,BAT000586,DRG0586,Amoxicillin 250mg Variant-585,SUP007,Kolkata Cold Chain,Hyderabad Depot,22.170917,87.509882,20.8,Normal,64.0,Normal,Normal,85.5,75,-63,2026-05-15 13:53:36,In Transit,2026-05-20,On Track
SHP000587,BAT000587,DRG0587,Amoxicillin 250mg Variant-586,SUP008,Pune Distribution,Mumbai Warehouse,18.938251,73.191531,29.0,Normal,36.9,Normal,ALERT: Severe,63.4,73,-82,2026-05-15 22:58:36,Delayed,2026-05-17,On Track
SHP000588,BAT000588,DRG0588,Amoxicillin 250mg Variant-587,SUP016,Hyderabad Depot,Chennai Port,14.054909,79.884256,29.5,WARNING: Near Limit,47.0,Normal,Normal,76.5,31,-68,2026-05-15 20:47:36,Delayed,2026-05-18,Breached
SHP000589,BAT000589,DRG0589,Amoxicillin 250mg Variant-588,SUP020,Pune Distribution,Hyderabad Depot,18.052029,75.748018,31.1,CRITICAL TEMP EXCURSION,69.7,Normal,Normal,22.2,36,-80,2026-05-15 18:24:36,In Transit,2026-05-23,On Track
SHP000590,BAT000590,DRG0590,Amoxicillin 250mg Variant-589,SUP011,Kolkata Cold Chain,Ahmedabad Hub,22.666707,85.406381,25.1,Normal,71.2,Normal,ALERT: Severe,23.3,30,-77,2026-05-15 23:49:36,Delayed,2026-05-20,Breached
SHP000591,BAT000591,DRG0591,Amoxicillin 250mg Variant-590,SUP017,Lucknow Store,Pune Distribution,25.002638,79.389553,28.3,Normal,66.5,Normal,Minor,43.5,35,-67,2026-05-15 08:49:36,In Transit,2026-05-21,On Track
SHP000592,BAT000592,DRG0592,Amoxicillin 250mg Variant-591,SUP018,Mumbai Warehouse,Kolkata Cold Chain,19.598725,75.200242,25.3,Normal,51.4,Normal,Normal,72.8,77,-97,2026-05-16 01:13:36,At Checkpoint,2026-05-17,On Track
SHP000593,BAT000593,DRG0593,Amoxicillin 250mg Variant-592,SUP012,Kolkata Cold Chain,Bengaluru Pharma Hub,15.951293,80.938966,20.7,Normal,64.0,Normal,Normal,8.8,90,-95,2026-05-15 17:11:36,At Checkpoint,2026-05-17,On Track
SHP000594,BAT000594,DRG0594,Amoxicillin 250mg Variant-593,SUP019,Pune Distribution,Ahmedabad Hub,19.497149,73.604523,30.2,CRITICAL TEMP EXCURSION,37.5,Normal,Minor,61.4,82,-110,2026-05-15 15:39:36,Delayed,2026-05-20,Breached
SHP000595,BAT000595,DRG0595,Amoxicillin 250mg Variant-594,SUP007,Lucknow Store,Delhi Cold Hub,27.475798,79.527056,18.1,Normal,84.4,High Humidity Alert,Normal,11.8,68,-63,2026-05-15 12:58:36,In Transit,2026-05-24,On Track
SHP000596,BAT000596,DRG0596,Amoxicillin 250mg Variant-595,SUP011,Ahmedabad Hub,Jaipur Depot,25.445394,74.56696,22.2,Normal,33.0,Normal,Minor,28.5,71,-82,2026-05-15 17:12:36,In Transit,2026-05-19,On Track
SHP000597,BAT000597,DRG0597,Amoxicillin 250mg Variant-596,SUP012,Mumbai Warehouse,Chennai Port,19.053091,72.969474,26.2,Normal,55.3,Normal,Normal,26.8,28,-76,2026-05-16 01:45:36,In Transit,2026-05-22,On Track
SHP000598,BAT000598,DRG0598,Amoxicillin 250mg Variant-597,SUP019,Jaipur Depot,Lucknow Store,26.863628,76.258245,19.6,Normal,39.5,Normal,Normal,78.4,60,-104,2026-05-15 22:25:36,In Transit,2026-05-20,On Track
SHP000599,BAT000599,DRG0599,Amoxicillin 250mg Variant-598,SUP011,Kolkata Cold Chain,Mumbai Warehouse,22.202067,86.771652,33.2,CRITICAL TEMP EXCURSION,60.1,Normal,Normal,71.6,42,-108,2026-05-15 11:58:36,Delayed,2026-05-19,On Track
SHP000600,BAT000600,DRG0600,Amoxicillin 250mg Variant-599,SUP001,Delhi Cold Hub,Kolkata Cold Chain,25.476836,83.056416,28.1,Normal,43.1,Normal,Minor,60.9,31,-69,2026-05-15 06:48:36,Delivered,2026-05-19,On Track
SHP000601,BAT000601,DRG0601,Amoxicillin 250mg Variant-600,SUP008,Kolkata Cold Chain,Mumbai Warehouse,20.944714,81.170194,23.1,Normal,40.1,Normal,Normal,2.1,36,-105,2026-05-15 21:58:36,Delayed,2026-05-17,On Track
SHP000602,BAT000602,DRG0602,Amoxicillin 250mg Variant-601,SUP016,Ahmedabad Hub,Mumbai Warehouse,21.213298,72.688203,27.5,Normal,73.7,Normal,ALERT: Severe,48.0,97,-90,2026-05-16 03:11:36,In Transit,2026-05-19,On Track
SHP000603,BAT000603,DRG0603,Amoxicillin 250mg Variant-602,SUP012,Ahmedabad Hub,Mumbai Warehouse,20.892554,72.694472,27.0,Normal,64.2,Normal,ALERT: Severe,27.4,53,-51,2026-05-15 18:20:36,Delivered,2026-05-25,On Track
SHP000604,BAT000604,DRG0604,Amoxicillin 250mg Variant-603,SUP005,Ahmedabad Hub,Bengaluru Pharma Hub,16.807162,75.658835,31.1,CRITICAL TEMP EXCURSION,53.5,Normal,Normal,21.3,77,-64,2026-05-15 07:23:36,In Transit,2026-05-26,On Track
SHP000605,BAT000605,DRG0605,Amoxicillin 250mg Variant-604,SUP019,Jaipur Depot,Lucknow Store,26.849253,77.922221,22.8,Normal,37.4,Normal,Normal,68.8,68,-51,2026-05-15 15:42:36,At Checkpoint,2026-05-19,On Track
SHP000606,BAT000606,DRG0606,Amoxicillin 250mg Variant-605,SUP013,Mumbai Warehouse,Pune Distribution,18.844811,73.193368,28.2,Normal,56.3,Normal,Normal,74.1,25,-100,2026-05-16 01:58:36,In Transit,2026-05-26,On Track
SHP000607,BAT000607,DRG0607,Amoxicillin 250mg Variant-606,SUP007,Chennai Port,Kolkata Cold Chain,22.186623,88.080368,20.1,Normal,53.3,Normal,ALERT: Severe,19.7,57,-50,2026-05-15 07:32:36,In Transit,2026-05-17,On Track
SHP000608,BAT000608,DRG0608,Amoxicillin 250mg Variant-607,SUP012,Ahmedabad Hub,Kolkata Cold Chain,22.690387,84.843306,22.5,Normal,46.3,Normal,Normal,10.1,70,-76,2026-05-15 16:21:36,In Transit,2026-05-22,On Track
SHP000609,BAT000609,DRG0609,Amoxicillin 250mg Variant-608,SUP003,Chennai Port,Ahmedabad Hub,13.328219,80.042497,24.8,Normal,62.6,Normal,Normal,83.4,47,-86,2026-05-15 11:56:36,At Checkpoint,2026-05-19,On Track
SHP000610,BAT000610,DRG0610,Amoxicillin 250mg Variant-609,SUP012,Mumbai Warehouse,Lucknow Store,21.210605,75.141487,20.7,Normal,70.1,Normal,ALERT: Severe,75.9,64,-74,2026-05-16 00:34:36,Delayed,2026-05-18,On Track
SHP000611,BAT000611,DRG0611,Amoxicillin 250mg Variant-610,SUP011,Lucknow Store,Delhi Cold Hub,27.982153,78.518217,25.2,Normal,45.4,Normal,Normal,81.7,26,-86,2026-05-15 07:20:36,In Transit,2026-05-25,On Track
